00OW               20191119                                                                                   
0601OWL8N       20200101001445100000005000 0800006510000450   
0601OWL8N       20200101001450100000005000 0800006540000450   
0601OWL8N       20200101001455100000005000 0800006560000450   
0601OWL8N       20200101001460100000005000 0800006580000450   
0601OWL8N       20200101001465100000005000 0800006600000450   
0601OWL8N       20200101001470100000005000 0800006630000450   
0601OWL8N       20200101001475100000005000 0800006650000450   
0601OWL8N       20200101001480100000005000 0800006670000450   
0601OWL8N       20200101001485100000005000 0800006690000450   
0601OWL8N       20200101001490100000005000 0800006720000450   
0601OWL8N       20200101001495100000005000 0800006740000450   
0601OWL8N       20200101001500100000500000 0800007880000450   
0601OWL8N       20200101002000100000500000 0800010130000450   
0601OWL8N       20200101002500100000500000 0800012380000450   
0601OWL8N       20200101003000100000500000 0800014630000450   
0601OWL8N       20200101003500100000500000 0800016880000450   
0601OWL8N       20200101004000100000500000 0800019130000450   
0601OWL8N       20200101004500100000500000 0800021380000450   
0601OWL8N       20200101005000100000500000 0800023630000450   
0601OWL8N       20200101005500100000500000 0800025880000450   
0601OWL8N       20200101006000100000500000 0800028130000450   
0601OWL8N       20200101006500100000500000 0800030380000450   
0601OWL8N       20200101007000100000500000 0800032630000450   
0601OWL8N       20200101007500100000500000 0800034880000450   
0601OWL8N       20200101008000100000500000 0800037130000450   
0601OWL8N       20200101008500100000500000 0800039380000450   
0601OWL8N       20200101009000100000500000 0800041630000450   
0601OWL8N       20200101009500100000500000 0800043880000450   
0601OWL8N       20200101010000100000500000 0800046130000450   
0601OWL8N       20200101010500100000500000 0800048380000450   
0601OWL8N       20200101011000100000500000 0800050630000450   
0601OWL8N       20200101011500100000500000 0800052880000450   
0601OWL8N       20200101012000100000500000 0800055130000450   
0601OWL8N       20200101012500100000500000 0800057380000450   
0601OWL8N       20200101013000100000500000 0800059630000450   
0601OWL8N       20200101013500100000500000 0800061880000450   
0601OWL8N       20200101014000100000500000 0800064130000450   
0601OWL8N       20200101014500100000500000 0800066380000450   
0601OWL8N       20200101015000100000500000 0800068630000450   
0601OWL8N       20200101015500100000500000 0800070880000450   
0601OWL8N       20200101016000100000500000 0800073130000450   
0601OWL8N       20200101016500100000500000 0800075380000450   
0601OWL8N       20200101017000100000500000 0800077630000450   
0601OWL8N       20200101017500100000500000 0800079880000450   
0601OWL8N       20200101018000100000500000 0800082130000450   
0601OWL8N       20200101018500100000500000 0800084380000450   
0601OWL8N       20200101019000100000500000 0800086630000450   
0601OWL8N       20200101019500100000500000 0800088880000450   
0601OWL9N       20200101000000100000040000 0900000030000000   
0601OWL9N       20200101000040100000005000 0900000030000071   
0601OWL9N       20200101000045100000005000 0900000030000063   
0601OWL9N       20200101000050100000005000 0900000030000057   
0601OWL9N       20200101000055100000005000 0900000030000052   
0601OWL9N       20200101000060100000005000 0900000030000048   
0601OWL9N       20200101000065100000005000 0900000030000044   
0601OWL9N       20200101000070100000005000 0900000030000041   
0601OWL9N       20200101000075100000005000 0900000030000039   
0601OWL9N       20200101000080100000005000 0900000030000036   
0601OWL9N       20200101000085100000005000 0900000030000034   
0601OWL9N       20200101000090100000005000 0900000030000032   
0601OWL9N       20200101000095100000005000 0900000030000031   
0601OWL9N       20200101000100100000005000 0900000030000029   
0601OWL9N       20200101000105100000005000 0900000030000028   
0601OWL9N       20200101000110100000005000 0900000030000027   
0601OWL9N       20200101000115100000005000 0900000030000026   
0601OWL9N       20200101000120100000005000 0900000030000024   
0601OWL9N       20200101000125100000005000 0900000030000024   
0601OWL9N       20200101000130100000005000 0900000030000023   
0601OWL9N       20200101000135100000005000 0900000030000022   
0601OWL9N       20200101000140100000005000 0900000030000021   
0601OWL9N       20200101000145100000005000 0900000030000020   
0601OWL9N       20200101000150100000005000 0900000030000020   
0601OWL9N       20200101000155100000005000 0900000030000019   
0601OWL9N       20200101000160100000005000 0900000030000018   
0601OWL9N       20200101000165100000005000 0900000030000018   
0601OWL9N       20200101000170100000005000 0900000030000017   
0601OWL9N       20200101000175100000005000 0900000030000017   
0601OWL9N       20200101000180100000005000 0900000030000016   
0601OWL9N       20200101000185100000005000 0900000030000016   
0601OWL9N       20200101000190100000005000 0900000030000016   
0601OWL9N       20200101000195100000005000 0900000030000015   
0601OWL9N       20200101000200100000005000 0900000030000015   
0601OWL9N       20200101000205100000005000 0900000030000014   
0601OWL9N       20200101000210100000005000 0900000030000014   
0601OWL9N       20200101000215100000005000 0900000030000014   
0601OWL9N       20200101000220100000005000 0900000030000013   
0601OWL9N       20200101000225100000005000 0900000030000013   
0601OWL9N       20200101000230100000005000 0900000030000013   
0601OWL9N       20200101000235100000005000 0900000030000013   
0601OWL9N       20200101000240100000005000 0900000030000012   
0601OWL9N       20200101000245100000005000 0900000030000012   
0601OWL9N       20200101000250100000005000 0900000030000012   
0601OWL9N       20200101000255100000005000 0900000030000012   
0601OWL9N       20200101000260100000005000 0900000030000011   
0601OWL9N       20200101000265100000005000 0900000030000011   
0601OWL9N       20200101000270100000005000 0900000030000011   
0601OWL9N       20200101000275100000005000 0900000030000011   
0601OWL9N       20200101000280100000005000 0900000030000011   
0601OWL9N       20200101000285100000005000 0900000030000010   
0601OWL9N       20200101000290100000005000 0900000030000010   
0601OWL9N       20200101000295100000005000 0900000030000010   
0601OWL9N       20200101000300100000005000 0900000030000010   
0601OWL9N       20200101000305100000005000 0900000030000010   
0601OWL9N       20200101000310100000005000 0900000030000010   
0601OWL9N       20200101000315100000005000 0900000030000009   
0601OWL9N       20200101000320100000005000 0900000030000009   
0601OWL9N       20200101000325100000005000 0900000030000009   
0601OWL9N       20200101000330100000005000 0900000030000009   
0601OWL9N       20200101000335100000005000 0900000030000009   
0601OWL9N       20200101000340100000005000 0900000030000009   
0601OWL9N       20200101000345100000005000 0900000030000009   
0601OWL9N       20200101000350100000005000 0900000030000009   
0601OWL9N       20200101000355100000005000 0900000030000008   
0601OWL9N       20200101000360100000005000 0900000030000008   
0601OWL9N       20200101000365100000005000 0900000030000008   
0601OWL9N       20200101000370100000005000 0900000030000008   
0601OWL9N       20200101000375100000005000 0900000030000008   
0601OWL9N       20200101000380100000005000 0900000030000008   
0601OWL9N       20200101000385100000005000 0900000030000008   
0601OWL9N       20200101000390100000005000 0900000030000008   
0601OWL9N       20200101000395100000005000 0900000030000008   
0601OWL9N       20200101000400100000005000 0900000030000007   
0601OWL9N       20200101000405100000005000 0900000030000007   
0601OWL9N       20200101000410100000005000 0900000030000007   
0601OWL9N       20200101000415100000005000 0900000030000007   
0601OWL9N       20200101000420100000005000 0900000030000007   
0601OWL9N       20200101000425100000005000 0900000030000007   
0601OWL9N       20200101000430100000005000 0900000030000007   
0601OWL9N       20200101000435100000005000 0900000030000007   
0601OWL9N       20200101000440100000005000 0900000030000007   
0601OWL9N       20200101000445100000005000 0900000030000007   
0601OWL9N       20200101000450100000005000 0900000030000007   
0601OWL9N       20200101000455100000005000 0900000030000007   
0601OWL9N       20200101000460100000005000 0900000030000006   
0601OWL9N       20200101000465100000005000 0900000030000006   
0601OWL9N       20200101000470100000005000 0900000030000006   
0601OWL9N       20200101000475100000005000 0900000030000006   
0601OWL9N       20200101000480100000005000 0900000030000006   
0601OWL9N       20200101000485100000005000 0900000030000006   
0601OWL9N       20200101000490100000005000 0900000030000006   
0601OWL9N       20200101000495100000005000 0900000030000006   
0601OWL9N       20200101000500100000005000 0900000030000006   
0601OWL9N       20200101000505100000005000 0900000030000006   
0601OWL9N       20200101000510100000005000 0900000030000006   
0601OWL9N       20200101000515100000005000 0900000030000006   
0601OWL9N       20200101000520100000005000 0900000030000006   
0601OWL9N       20200101000525100000005000 0900000030000006   
0601OWL9N       20200101000530100000005000 0900000030000006   
0601OWL9N       20200101000535100000005000 0900000030000006   
0601OWL9N       20200101000540100000005000 0900000030000006   
0601OWL9N       20200101000545100000005000 0900000030000005   
0601OWL9N       20200101000550100000005000 0900000030000005   
0601OWL9N       20200101000555100000005000 0900000030000005   
0601OWL9N       20200101000560100000005000 0900000030000005   
0601OWL9N       20200101000565100000005000 0900000030000005   
0601OWL9N       20200101000570100000005000 0900000030000005   
0601OWL9N       20200101000575100000005000 0900000030000005   
0601OWL9N       20200101000580100000005000 0900000030000005   
0601OWL9N       20200101000585100000005000 0900000030000005   
0601OWL9N       20200101000590100000005000 0900000030000005   
0601OWL9N       20200101000595100000005000 0900000030000005   
0601OWL9N       20200101000600100000005000 0900000030000005   
0601OWL9N       20200101000605100000005000 0900000030000005   
0601OWL9N       20200101000610100000005000 0900000030000005   
0601OWL9N       20200101000615100000005000 0900000030000005   
0601OWL9N       20200101000620100000005000 0900000030000005   
0601OWL9N       20200101000625100000005000 0900000030000005   
