00AR               20191119                                                                                   
0601ARA6N       20200101000210100000005000 0600000030000014   
0601ARA6N       20200101000215100000005000 0600000030000014   
0601ARA6N       20200101000220100000005000 0600000030000013   
0601ARA6N       20200101000225100000005000 0600000030000013   
0601ARA6N       20200101000230100000005000 0600000030000013   
0601ARA6N       20200101000235100000005000 0600000030000013   
0601ARA6N       20200101000240100000005000 0600000030000012   
0601ARA6N       20200101000245100000005000 0600000030000012   
0601ARA6N       20200101000250100000005000 0600000030000012   
0601ARA6N       20200101000255100000005000 0600000030000012   
0601ARA6N       20200101000260100000005000 0600000030000011   
0601ARA6N       20200101000265100000005000 0600000030000011   
0601ARA6N       20200101000270100000005000 0600000030000011   
0601ARA6N       20200101000275100000005000 0600000030000011   
0601ARA6N       20200101000280100000005000 0600000030000011   
0601ARA6N       20200101000285100000005000 0600000030000010   
0601ARA6N       20200101000290100000005000 0600000030000010   
0601ARA6N       20200101000295100000005000 0600000030000010   
0601ARA6N       20200101000300100000005000 0600000030000010   
0601ARA6N       20200101000305100000005000 0600000030000010   
0601ARA6N       20200101000310100000005000 0600000030000010   
0601ARA6N       20200101000315100000005000 0600000030000009   
0601ARA6N       20200101000320100000005000 0600000030000009   
0601ARA6N       20200101000325100000005000 0600000030000009   
0601ARA6N       20200101000330100000005000 0600000030000009   
0601ARA6N       20200101000335100000005000 0600000030000009   
0601ARA6N       20200101000340100000005000 0600000030000009   
0601ARA6N       20200101000345100000005000 0600000030000009   
0601ARA6N       20200101000350100000005000 0600000030000009   
0601ARA6N       20200101000355100000005000 0600000030000008   
0601ARA6N       20200101000360100000005000 0600000030000008   
0601ARA6N       20200101000365100000005000 0600000030000008   
0601ARA6N       20200101000370100000005000 0600000030000008   
0601ARA6N       20200101000375100000005000 0600000030000008   
0601ARA6N       20200101000380100000005000 0600000030000008   
0601ARA6N       20200101000385100000005000 0600000030000008   
0601ARA6N       20200101000390100000005000 0600000030000008   
0601ARA6N       20200101000395100000005000 0600000030000008   
0601ARA6N       20200101000400100000005000 0600000030000007   
0601ARA6N       20200101000405100000005000 0600000030000007   
0601ARA6N       20200101000410100000005000 0600000030000007   
0601ARA6N       20200101000415100000005000 0600000030000007   
0601ARA6N       20200101000420100000005000 0600000030000007   
0601ARA6N       20200101000425100000005000 0600000030000007   
0601ARA6N       20200101000430100000005000 0600000030000007   
0601ARA6N       20200101000435100000005000 0600000030000007   
0601ARA6N       20200101000440100000005000 0600000030000007   
0601ARA6N       20200101000445100000005000 0600000030000007   
0601ARA6N       20200101000450100000005000 0600000030000007   
0601ARA6N       20200101000455100000005000 0600000030000007   
0601ARA6N       20200101000460100000005000 0600000030000006   
0601ARA6N       20200101000465100000005000 0600000030000006   
0601ARA6N       20200101000470100000005000 0600000030000006   
0601ARA6N       20200101000475100000005000 0600000030000006   
0601ARA6N       20200101000480100000005000 0600000030000006   
0601ARA6N       20200101000485100000005000 0600000030000006   
0601ARA6N       20200101000490100000005000 0600000030000006   
0601ARA6N       20200101000495100000005000 0600000030000006   
0601ARA6N       20200101000500100000005000 0600000030000006   
0601ARA6N       20200101000505100000005000 0600000030000006   
0601ARA6N       20200101000510100000005000 0600000040000009   
0601ARA6N       20200101000515100000005000 0600000070000013   
0601ARA6N       20200101000520100000005000 0600000100000019   
0601ARA6N       20200101000525100000005000 0600000130000025   
0601ARA6N       20200101000530100000005000 0600000170000031   
0601ARA6N       20200101000535100000005000 0600000210000040   
0601ARA6N       20200101000540100000005000 0600000260000048   
0601ARA6N       20200101000545100000005000 0600000310000056   
0601ARA6N       20200101000550100000005000 0600000350000064   
0601ARA6N       20200101000555100000005000 0600000400000072   
0601ARA6N       20200101000560100000005000 0600000460000081   
0601ARA6N       20200101000565100000005000 0600000500000088   
0601ARA6N       20200101000570100000005000 0600000550000097   
0601ARA6N       20200101000575100000005000 0600000610000105   
0601ARA6N       20200101000580100000005000 0600000670000114   
0601ARA6N       20200101000585100000005000 0600000730000125   
0601ARA6N       20200101000590100000005000 0600000790000133   
0601ARA6N       20200101000595100000005000 0600000840000141   
0601ARA6N       20200101000600100000005000 0600000900000149   
0601ARA6N       20200101000605100000005000 0600000960000157   
0601ARA6N       20200101000610100000005000 0600001020000167   
0601ARA6N       20200101000615100000005000 0600001080000174   
0601ARA6N       20200101000620100000005000 0600001130000182   
0601ARA6N       20200101000625100000005000 0600001190000189   
0601ARA6N       20200101000630100000005000 0600001260000199   
0601ARA6N       20200101000635100000005000 0600001320000207   
0601ARA6N       20200101000640100000005000 0600001380000214   
0601ARA6N       20200101000645100000005000 0600001440000222   
0601ARA6N       20200101000650100000005000 0600001490000229   
0601ARA6N       20200101000655100000005000 0600001560000238   
0601ARA6N       20200101000660100000005000 0600001620000245   
0601ARA6N       20200101000665100000005000 0600001680000252   
0601ARA6N       20200101000670100000005000 0600001740000259   
0601ARA6N       20200101000675100000005000 0600001800000266   
0601ARA6N       20200101000680100000005000 0600001890000277   
0601ARA6N       20200101000685100000005000 0600001960000285   
0601ARA6N       20200101000690100000005000 0600002030000294   
0601ARA6N       20200101000695100000005000 0600002100000302   
0601ARA6N       20200101000700100000005000 0600002180000310   
0601ARA6N       20200101000705100000005000 0600002260000319   
0601ARA6N       20200101000710100000005000 0600002330000327   
0601ARA6N       20200101000715100000005000 0600002400000335   
0601ARA6N       20200101000720100000005000 0600002470000342   
0601ARA6N       20200101000725100000005000 0600002550000350   
0601ARA6N       20200101000730100000005000 0600002630000359   
0601ARA6N       20200101000735100000005000 0600002700000366   
0601ARA6N       20200101000740100000005000 0600002770000373   
0601ARA6N       20200101000745100000005000 0600002840000381   
0601ARA6N       20200101000750100000005000 0600002930000389   
0601ARA6N       20200101000755100000005000 0600003000000396   
0601ARA6N       20200101000760100000005000 0600003070000403   
0601ARA6N       20200101000765100000005000 0600003140000410   
0601ARA6N       20200101000770100000005000 0600003220000416   
0601ARA6N       20200101000775100000005000 0600003300000424   
0601ARA6N       20200101000780100000005000 0600003370000431   
0601ARA6N       20200101000785100000005000 0600003440000437   
0601ARA6N       20200101000790100000005000 0600003510000443   
0601ARA6N       20200101000795100000005000 0600003590000450   
0601ARA6N       20200101000800100000005000 0600003670000457   
0601ARA6N       20200101000805100000005000 0600003740000463   
0601ARA6N       20200101000810100000005000 0600003820000470   
0601ARA6N       20200101000815100000005000 0600003900000477   
0601ARA6N       20200101000820100000005000 0600003970000483   
0601ARA6N       20200101000825100000005000 0600004070000491   
0601ARA6N       20200101000830100000005000 0600004140000498   
0601ARA6N       20200101000835100000005000 0600004220000504   
0601ARA6N       20200101000840100000005000 0600004300000510   
0601ARA6N       20200101000845100000005000 0600004390000518   
0601ARA6N       20200101000850100000005000 0600004470000524   
0601ARA6N       20200101000855100000005000 0600004550000530   
0601ARA6N       20200101000860100000005000 0600004630000536   
0601ARA6N       20200101000865100000005000 0600004710000542   
0601ARA6N       20200101000870100000005000 0600004800000550   
0601ARA6N       20200101000875100000005000 0600004880000556   
0601ARA6N       20200101000880100000005000 0600004950000561   
0601ARA6N       20200101000885100000005000 0600005030000567   
0601ARA6N       20200101000890100000005000 0600005110000573   
0601ARA6N       20200101000895100000005000 0600005210000580   
0601ARA6N       20200101000900100000005000 0600005290000586   
0601ARA6N       20200101000905100000005000 0600005380000593   
0601ARA6N       20200101000910100000005000 0600005460000599   
0601ARA6N       20200101000915100000005000 0600005550000605   
0601ARA6N       20200101000920100000005000 0600005650000612   
0601ARA6N       20200101000925100000005000 0600005740000618   
0601ARA6N       20200101000930100000005000 0600005830000625   
0601ARA6N       20200101000935100000005000 0600005920000631   
0601ARA6N       20200101000940100000005000 0600006010000638   
0601ARA6N       20200101000945100000005000 0600006120000646   
0601ARA6N       20200101000950100000005000 0600006210000652   
0601ARA6N       20200101000955100000005000 0600006300000658   
0601ARA6N       20200101000960100000005000 0600006390000664   
0601ARA6N       20200101000965100000005000 0600006500000672   
0601ARA6N       20200101000970100000005000 0600006590000678   
0601ARA6N       20200101000975100000005000 0600006680000684   
0601ARA6N       20200101000980100000005000 0600006780000690   
0601ARA6N       20200101000985100000005000 0600006870000695   
0601ARA6N       20200101000990100000005000 0600006970000703   
0601ARA6N       20200101000995100000005000 0600007070000708   
0601ARA6N       20200101001000100000005000 0600007160000714   
0601ARA6N       20200101001005100000005000 0600007250000720   
0601ARA6N       20200101001010100000005000 0600007340000725   
0601ARA6N       20200101001015100000005000 0600007450000732   
0601ARA6N       20200101001020100000005000 0600007540000738   
0601ARA6N       20200101001025100000005000 0600007630000743   
0601ARA6N       20200101001030100000005000 0600007720000748   
0601ARA6N       20200101001035100000005000 0600007820000753   
0601ARA6N       20200101001040100000005000 0600007930000760   
