00VD               20191128                                                                                   
0601VDA4N       20200101000535100000005000 0400000000000139   
0601VDA4N       20200101000540100000005000 0400000000000152   
0601VDA4N       20200101000545100000005000 0400000000000160   
0601VDA4N       20200101000550100000005000 0400000000000171   
0601VDA4N       20200101000555100000005000 0400000000000179   
0601VDA4N       20200101000560100000005000 0400000000000190   
0601VDA4N       20200101000565100000005000 0400000000000197   
0601VDA4N       20200101000570100000005000 0400000000000208   
0601VDA4N       20200101000575100000005000 0400000000000215   
0601VDA4N       20200101000580100000005000 0400000000000225   
0601VDA4N       20200101000585100000005000 0400000000000233   
0601VDA4N       20200101000590100000005000 0400000000000246   
0601VDA4N       20200101000595100000005000 0400000000000254   
0601VDA4N       20200101000600100000005000 0400000000000266   
0601VDA4N       20200101000605100000005000 0400000000000275   
0601VDA4N       20200101000610100000005000 0400000000000287   
0601VDA4N       20200101000615100000005000 0400000000000299   
0601VDA4N       20200101000620100000005000 0400000000000307   
0601VDA4N       20200101000625100000005000 0400000000000318   
0601VDA4N       20200101000630100000005000 0400000000000326   
0601VDA4N       20200101000635100000005000 0400000000000336   
0601VDA4N       20200101000640100000005000 0400000000000345   
0601VDA4N       20200101000645100000005000 0400000000000354   
0601VDA4N       20200101000650100000005000 0400000000000364   
0601VDA4N       20200101000655100000005000 0400000000000376   
0601VDA4N       20200101000660100000005000 0400000000000384   
0601VDA4N       20200101000665100000005000 0400000000000397   
0601VDA4N       20200101000670100000005000 0400000000000406   
0601VDA4N       20200101000675100000005000 0400000000000418   
0601VDA4N       20200101000680100000005000 0400000000000426   
0601VDA4N       20200101000685100000005000 0400000000000437   
0601VDA4N       20200101000690100000005000 0400000000000446   
0601VDA4N       20200101000695100000005000 0400000000000457   
0601VDA4N       20200101000700100000005000 0400000000000466   
0601VDA4N       20200101000705100000005000 0400000000000476   
0601VDA4N       20200101000710100000005000 0400000000000484   
0601VDA4N       20200101000715100000005000 0400000000000498   
0601VDA4N       20200101000720100000005000 0400000000000506   
0601VDA4N       20200101000725100000005000 0400000000000519   
0601VDA4N       20200101000730100000005000 0400000000000528   
0601VDA4N       20200101000735100000005000 0400000000000540   
0601VDA4N       20200101000740100000005000 0400000000000549   
0601VDA4N       20200101000745100000005000 0400000000000562   
0601VDA4N       20200101000750100000005000 0400000000000574   
0601VDA4N       20200101000755100000005000 0400000000000583   
0601VDA4N       20200101000760100000005000 0400000000000596   
0601VDA4N       20200101000765100000005000 0400000000000605   
0601VDA4N       20200101000770100000005000 0400000000000617   
0601VDA4N       20200101000775100000005000 0400000000000625   
0601VDA4N       20200101000780100000005000 0400000000000638   
0601VDA4N       20200101000785100000005000 0400000000000646   
0601VDA4N       20200101000790100000005000 0400000000000658   
0601VDA4N       20200101000795100000005000 0400000000000666   
0601VDA4N       20200101000800100000005000 0400000000000677   
0601VDA4N       20200101000805100000005000 0400000000000685   
0601VDA4N       20200101000810100000005000 0400000000000697   
0601VDA4N       20200101000815100000005000 0400000000000705   
0601VDA4N       20200101000820100000005000 0400000000000715   
0601VDA4N       20200101000825100000005000 0400000000000723   
0601VDA4N       20200101000830100000005000 0400000000000733   
0601VDA4N       20200101000835100000005000 0400000000000741   
0601VDA4N       20200101000840100000005000 0400000000000751   
0601VDA4N       20200101000845100000005000 0400000000000759   
0601VDA4N       20200101000850100000005000 0400000000000768   
0601VDA4N       20200101000855100000005000 0400000000000776   
0601VDA4N       20200101000860100000005000 0400000000000785   
0601VDA4N       20200101000865100000005000 0400000000000793   
0601VDA4N       20200101000870100000005000 0400000000000803   
0601VDA4N       20200101000875100000005000 0400000000000811   
0601VDA4N       20200101000880100000005000 0400000000000823   
0601VDA4N       20200101000885100000005000 0400000000000835   
0601VDA4N       20200101000890100000005000 0400000000000843   
0601VDA4N       20200101000895100000005000 0400000000000853   
0601VDA4N       20200101000900100000005000 0400000000000861   
0601VDA4N       20200101000905100000005000 0400000000000872   
0601VDA4N       20200101000910100000005000 0400000000000880   
0601VDA4N       20200101000915100000005000 0400000000000890   
0601VDA4N       20200101000920100000005000 0400000000000898   
0601VDA4N       20200101000925100000005000 0400000000000908   
0601VDA4N       20200101000930100000005000 0400000000000916   
0601VDA4N       20200101000935100000005000 0400000000000926   
0601VDA4N       20200101000940100000005000 0400000000000933   
0601VDA4N       20200101000945100000005000 0400000000000943   
0601VDA4N       20200101000950100000005000 0400000000000950   
0601VDA4N       20200101000955100000005000 0400000000000960   
0601VDA4N       20200101000960100000005000 0400000000000967   
0601VDA4N       20200101000965100000005000 0400000000000976   
0601VDA4N       20200101000970100000005000 0400000000000983   
0601VDA4N       20200101000975100000005000 0400000000000993   
0601VDA4N       20200101000980100000005000 0400000000000998   
0601VDA4N       20200101000985100000005000 0400000000001003   
0601VDA4N       20200101000990100000005000 0400000000001006   
0601VDA4N       20200101000995100000005000 0400000000001009   
0601VDA4N       20200101001000100000005000 0400000000001014   
0601VDA4N       20200101001005100000005000 0400000000001017   
0601VDA4N       20200101001010100000005000 0400000000001021   
0601VDA4N       20200101001015100000005000 0400000000001027   
0601VDA4N       20200101001020100000005000 0400000000001031   
0601VDA4N       20200101001025100000005000 0400000000001034   
0601VDA4N       20200101001030100000005000 0400000000001038   
0601VDA4N       20200101001035100000005000 0400000000001041   
0601VDA4N       20200101001040100000005000 0400000000001044   
0601VDA4N       20200101001045100000005000 0400000000001048   
0601VDA4N       20200101001050100000005000 0400000000001053   
0601VDA4N       20200101001055100000005000 0400000000001054   
0601VDA4N       20200101001060100000005000 0400000000001058   
0601VDA4N       20200101001065100000005000 0400000000001063   
0601VDA4N       20200101001070100000005000 0400000000001067   
0601VDA4N       20200101001075100000005000 0400000000001074   
0601VDA4N       20200101001080100000005000 0400000000001078   
0601VDA4N       20200101001085100000005000 0400000000001083   
0601VDA4N       20200101001090100000005000 0400000000001087   
0601VDA4N       20200101001095100000005000 0400000000001092   
0601VDA4N       20200101001100100000005000 0400000000001097   
0601VDA4N       20200101001105100000005000 0400000000001102   
0601VDA4N       20200101001110100000005000 0400000000001106   
0601VDA4N       20200101001115100000005000 0400000000001111   
0601VDA4N       20200101001120100000005000 0400000000001115   
0601VDA4N       20200101001125100000005000 0400000000001121   
0601VDA4N       20200101001130100000005000 0400000000001125   
0601VDA4N       20200101001135100000005000 0400000000001130   
0601VDA4N       20200101001140100000005000 0400000000001135   
0601VDA4N       20200101001145100000005000 0400000000001140   
0601VDA4N       20200101001150100000005000 0400000000001143   
0601VDA4N       20200101001155100000005000 0400000000001149   
0601VDA4N       20200101001160100000005000 0400000000001153   
0601VDA4N       20200101001165100000005000 0400000000001158   
0601VDA4N       20200101001170100000005000 0400000000001163   
0601VDA4N       20200101001175100000005000 0400000000001167   
0601VDA4N       20200101001180100000005000 0400000000001171   
0601VDA4N       20200101001185100000005000 0400000000001177   
0601VDA4N       20200101001190100000005000 0400000000001181   
0601VDA4N       20200101001195100000005000 0400000000001183   
0601VDA4N       20200101001200100000005000 0400000000001190   
0601VDA4N       20200101001205100000005000 0400000000001193   
0601VDA4N       20200101001210100000005000 0400000000001197   
0601VDA4N       20200101001215100000005000 0400000000001203   
0601VDA4N       20200101001220100000005000 0400000000001206   
0601VDA4N       20200101001225100000005000 0400000000001209   
0601VDA4N       20200101001230100000005000 0400000000001214   
0601VDA4N       20200101001235100000005000 0400000000001219   
0601VDA4N       20200101001240100000005000 0400000000001222   
0601VDA4N       20200101001245100000005000 0400000000001227   
0601VDA4N       20200101001250100000005000 0400000000001230   
0601VDA4N       20200101001255100000005000 0400000000001234   
0601VDA4N       20200101001260100000005000 0400000000001239   
0601VDA4N       20200101001265100000005000 0400000000001241   
0601VDA4N       20200101001270100000005000 0400000000001246   
0601VDA4N       20200101001275100000005000 0400000000001251   
0601VDA4N       20200101001280100000005000 0400000000001254   
0601VDA4N       20200101001285100000005000 0400000000001258   
0601VDA4N       20200101001290100000005000 0400000000001264   
0601VDA4N       20200101001295100000005000 0400000000001268   
0601VDA4N       20200101001300100000005000 0400000000001273   
0601VDA4N       20200101001305100000005000 0400000000001278   
0601VDA4N       20200101001310100000005000 0400000000001283   
0601VDA4N       20200101001315100000005000 0400000000001286   
0601VDA4N       20200101001320100000005000 0400000000001293   
0601VDA4N       20200101001325100000005000 0400000000001296   
0601VDA4N       20200101001330100000005000 0400000000001301   
0601VDA4N       20200101001335100000005000 0400000000001305   
0601VDA4N       20200101001340100000005000 0400000000001311   
0601VDA4N       20200101001345100000005000 0400000000001314   
0601VDA4N       20200101001350100000005000 0400000000001320   
0601VDA4N       20200101001355100000005000 0400000000001325   
0601VDA4N       20200101001360100000005000 0400000000001329   
0601VDA4N       20200101001365100000005000 0400000000001334   
