00LU               20181210                                                                                   
0601LUA4N       20190101002680100000005000 0400052180001945   
0601LUA4N       20190101002685100000005000 0400052320001947   
0601LUA4N       20190101002690100000005000 0400052460001948   
0601LUA4N       20190101002695100000005000 0400052630001951   
0601LUA4N       20190101002700100000005000 0400052770001953   
0601LUA4N       20190101002705100000005000 0400052910001954   
0601LUA4N       20190101002710100000005000 0400053080001957   
0601LUA4N       20190101002715100000005000 0400053220001958   
0601LUA4N       20190101002720100000005000 0400053360001960   
0601LUA4N       20190101002725100000005000 0400053530001963   
0601LUA4N       20190101002730100000005000 0400053670001964   
0601LUA4N       20190101002735100000005000 0400053810001966   
0601LUA4N       20190101002740100000005000 0400053980001968   
0601LUA4N       20190101002745100000005000 0400054120001970   
0601LUA4N       20190101002750100000005000 0400054260001971   
0601LUA4N       20190101002755100000005000 0400054430001974   
0601LUA4N       20190101002760100000005000 0400054570001975   
0601LUA4N       20190101002765100000005000 0400054710001977   
0601LUA4N       20190101002770100000005000 0400054880001979   
0601LUA4N       20190101002775100000005000 0400055020001981   
0601LUA4N       20190101002780100000005000 0400055160001982   
0601LUA4N       20190101002785100000005000 0400055330001985   
0601LUA4N       20190101002790100000005000 0400055470001986   
0601LUA4N       20190101002795100000005000 0400055610001988   
0601LUA4N       20190101002800100000005000 0400055780001990   
0601LUA4N       20190101002805100000005000 0400055920001992   
0601LUA4N       20190101002810100000005000 0400056060001993   
0601LUA4N       20190101002815100000005000 0400056230001996   
0601LUA4N       20190101002820100000005000 0400056370001997   
0601LUA4N       20190101002825100000005000 0400056510001999   
0601LUA4N       20190101002830100000005000 0400056680002001   
0601LUA4N       20190101002835100000005000 0400056820002002   
0601LUA4N       20190101002840100000005000 0400056960002004   
0601LUA4N       20190101002845100000005000 0400057130002006   
0601LUA4N       20190101002850100000005000 0400057270002008   
0601LUA4N       20190101002855100000005000 0400057410002009   
0601LUA4N       20190101002860100000005000 0400057580002012   
0601LUA4N       20190101002865100000005000 0400057720002013   
0601LUA4N       20190101002870100000005000 0400057860002014   
0601LUA4N       20190101002875100000005000 0400058030002017   
0601LUA4N       20190101002880100000005000 0400058170002018   
0601LUA4N       20190101002885100000005000 0400058310002019   
0601LUA4N       20190101002890100000005000 0400058470002021   
0601LUA4N       20190101002895100000005000 0400058620002023   
0601LUA4N       20190101002900100000005000 0400058760002024   
0601LUA4N       20190101002905100000005000 0400058920002026   
0601LUA4N       20190101002910100000005000 0400059060002028   
0601LUA4N       20190101002915100000005000 0400059200002029   
0601LUA4N       20190101002920100000005000 0400059370002031   
0601LUA4N       20190101002925100000005000 0400059510002033   
0601LUA4N       20190101002930100000005000 0400059650002034   
0601LUA4N       20190101002935100000005000 0400059820002036   
0601LUA4N       20190101002940100000005000 0400059960002038   
0601LUA4N       20190101002945100000005000 0400060100002039   
0601LUA4N       20190101002950100000005000 0400060270002041   
0601LUA4N       20190101002955100000005000 0400060410002043   
0601LUA4N       20190101002960100000005000 0400060550002044   
0601LUA4N       20190101002965100000005000 0400060720002046   
0601LUA4N       20190101002970100000005000 0400060860002047   
0601LUA4N       20190101002975100000005000 0400061000002049   
0601LUA4N       20190101002980100000005000 0400061170002051   
0601LUA4N       20190101002985100000005000 0400061310002052   
0601LUA4N       20190101002990100000005000 0400061450002053   
0601LUA4N       20190101002995100000005000 0400061590002055   
0601LUA4N       20190101003000100000005000 0400061760002057   
0601LUA4N       20190101003005100000005000 0400061900002058   
0601LUA4N       20190101003010100000005000 0400062040002059   
0601LUA4N       20190101003015100000005000 0400062210002062   
0601LUA4N       20190101003020100000005000 0400062350002063   
0601LUA4N       20190101003025100000005000 0400062490002064   
0601LUA4N       20190101003030100000005000 0400062660002066   
0601LUA4N       20190101003035100000005000 0400062800002067   
0601LUA4N       20190101003040100000005000 0400062940002069   
0601LUA4N       20190101003045100000005000 0400063110002071   
0601LUA4N       20190101003050100000005000 0400063250002072   
0601LUA4N       20190101003055100000005000 0400063390002073   
0601LUA4N       20190101003060100000005000 0400063560002075   
0601LUA4N       20190101003065100000005000 0400063700002077   
0601LUA4N       20190101003070100000005000 0400063840002078   
0601LUA4N       20190101003075100000005000 0400064010002080   
0601LUA4N       20190101003080100000005000 0400064150002081   
0601LUA4N       20190101003085100000005000 0400064290002082   
0601LUA4N       20190101003090100000005000 0400064460002084   
0601LUA4N       20190101003095100000005000 0400064600002086   
0601LUA4N       20190101003100100000005000 0400064740002087   
0601LUA4N       20190101003105100000005000 0400064910002089   
0601LUA4N       20190101003110100000005000 0400065050002090   
0601LUA4N       20190101003115100000005000 0400065190002091   
0601LUA4N       20190101003120100000005000 0400065360002093   
0601LUA4N       20190101003125100000005000 0400065500002094   
0601LUA4N       20190101003130100000005000 0400065640002095   
0601LUA4N       20190101003135100000005000 0400065810002098   
0601LUA4N       20190101003140100000005000 0400065950002099   
0601LUA4N       20190101003145100000005000 0400066090002100   
0601LUA4N       20190101003150100000005000 0400066260002102   
0601LUA4N       20190101003155100000005000 0400066400002103   
0601LUA4N       20190101003160100000005000 0400066540002104   
0601LUA4N       20190101003165100000005000 0400066700002106   
0601LUA4N       20190101003170100000005000 0400066850002107   
0601LUA4N       20190101003175100000005000 0400066990002108   
0601LUA4N       20190101003180100000005000 0400067150002110   
0601LUA4N       20190101003185100000005000 0400067290002111   
0601LUA4N       20190101003190100000005000 0400067440002112   
0601LUA4N       20190101003195100000005000 0400067600002114   
0601LUA4N       20190101003200100000005000 0400067740002115   
0601LUA4N       20190101003205100000005000 0400067880002116   
0601LUA4N       20190101003210100000005000 0400068050002118   
0601LUA4N       20190101003215100000005000 0400068190002119   
0601LUA4N       20190101003220100000005000 0400068330002120   
0601LUA4N       20190101003225100000005000 0400068500002122   
0601LUA4N       20190101003230100000005000 0400068640002123   
0601LUA4N       20190101003235100000005000 0400068780002124   
0601LUA4N       20190101003240100000005000 0400068950002126   
0601LUA4N       20190101003245100000005000 0400069090002127   
0601LUA4N       20190101003250100000005000 0400069230002129   
0601LUA4N       20190101003255100000005000 0400069400002130   
0601LUA4N       20190101003260100000005000 0400069540002131   
0601LUA4N       20190101003265100000005000 0400069680002133   
0601LUA4N       20190101003270100000005000 0400069850002134   
0601LUA4N       20190101003275100000005000 0400069990002135   
0601LUA4N       20190101003280100000005000 0400070130002136   
0601LUA4N       20190101003285100000005000 0400070300002138   
0601LUA4N       20190101003290100000005000 0400070440002139   
0601LUA4N       20190101003295100000005000 0400070580002140   
0601LUA4N       20190101003300100000005000 0400070750002142   
0601LUA4N       20190101003305100000005000 0400070890002143   
0601LUA4N       20190101003310100000005000 0400071030002144   
0601LUA4N       20190101003315100000005000 0400071200002146   
0601LUA4N       20190101003320100000005000 0400071340002147   
0601LUA4N       20190101003325100000005000 0400071480002148   
0601LUA4N       20190101003330100000005000 0400071650002150   
0601LUA4N       20190101003335100000005000 0400071790002151   
0601LUA4N       20190101003340100000005000 0400071930002152   
0601LUA4N       20190101003345100000005000 0400072100002154   
0601LUA4N       20190101003350100000005000 0400072240002155   
0601LUA4N       20190101003355100000005000 0400072380002156   
0601LUA4N       20190101003360100000005000 0400072550002158   
0601LUA4N       20190101003365100000005000 0400072690002159   
0601LUA4N       20190101003370100000005000 0400072830002160   
0601LUA4N       20190101003375100000005000 0400073000002161   
0601LUA4N       20190101003380100000005000 0400073140002162   
0601LUA4N       20190101003385100000005000 0400073280002163   
0601LUA4N       20190101003390100000005000 0400073450002165   
0601LUA4N       20190101003395100000005000 0400073590002166   
0601LUA4N       20190101003400100000005000 0400073730002167   
0601LUA4N       20190101003405100000005000 0400073900002169   
0601LUA4N       20190101003410100000005000 0400074040002170   
0601LUA4N       20190101003415100000005000 0400074180002171   
0601LUA4N       20190101003420100000005000 0400074350002172   
0601LUA4N       20190101003425100000005000 0400074490002173   
0601LUA4N       20190101003430100000005000 0400074630002174   
0601LUA4N       20190101003435100000005000 0400074790002176   
0601LUA4N       20190101003440100000005000 0400074940002177   
0601LUA4N       20190101003445100000005000 0400075080002178   
0601LUA4N       20190101003450100000005000 0400075240002179   
0601LUA4N       20190101003455100000005000 0400075380002180   
0601LUA4N       20190101003460100000005000 0400075530002181   
0601LUA4N       20190101003465100000005000 0400075690002183   
0601LUA4N       20190101003470100000005000 0400075830002184   
0601LUA4N       20190101003475100000005000 0400075970002185   
0601LUA4N       20190101003480100000005000 0400076140002186   
0601LUA4N       20190101003485100000005000 0400076280002187   
0601LUA4N       20190101003490100000005000 0400076420002188   
0601LUA4N       20190101003495100000005000 0400076590002190   
0601LUA4N       20190101003500100000005000 0400076730002191   
0601LUA4N       20190101003505100000005000 0400076870002192   
0601LUA4N       20190101003510100000005000 0400077040002193   
